,train loss,true loss,val acc,loss term 1,loss term 2
0,711.0006169080734,941.9947493076324,0.1015,1.6142303943634033,0.2134074866771698
1,775.6920191049576,935.1177430152893,0.1325,1.753713607788086,0.19999337196350098
2,765.7916189432144,920.734406709671,0.1455,1.6845020055770874,0.21205894649028778
3,760.7730827331543,928.8047430515289,0.147,1.730333924293518,0.2257746458053589
4,730.6934217214584,840.3548121452332,0.253,1.6783065795898438,0.12046153843402863
5,670.1706105470657,839.98985683918,0.2375,1.430160641670227,0.14601224660873413
6,663.1953499317169,830.4020246267319,0.2525,1.6803016662597656,0.13681258261203766
7,655.9494068622589,824.4461852312088,0.275,1.61604905128479,0.13894222676753998
8,651.5268321037292,792.9233493804932,0.301,1.3349506855010986,0.14366307854652405
9,649.356362581253,795.3258585929871,0.2985,1.513114333152771,0.1334708333015442
10,644.9843760728836,786.166726231575,0.2975,1.4475878477096558,0.13186469674110413
11,642.9590791463852,786.9351587295532,0.296,1.569135308265686,0.12648379802703857
12,637.3281773328781,799.090670466423,0.3035,1.558762550354004,0.14265666902065277
13,632.9372218847275,809.8288799524307,0.294,1.619401216506958,0.1330259144306183
14,631.1768440008163,770.168063044548,0.3125,1.399429440498352,0.11910684406757355
15,627.9936878681183,751.9096647500992,0.341,1.4096931219100952,0.1333688199520111
16,624.7389011383057,747.7602578401566,0.327,1.368045687675476,0.13065961003303528
17,622.3119710683823,736.1787390708923,0.332,1.3889143466949463,0.1458999216556549
18,620.5914103984833,743.72196829319,0.3435,1.4384925365447998,0.13166065514087677
19,617.2661265134811,747.1585940122604,0.338,1.5000325441360474,0.15855802595615387
20,617.7803004980087,741.5573145151138,0.348,1.618594765663147,0.12904305756092072
21,613.7936252355576,760.3935310840607,0.3275,1.5529500246047974,0.14589999616146088
22,613.0351285934448,731.600250005722,0.3505,1.378164529800415,0.1364116072654724
23,609.7952787876129,724.2757921218872,0.339,1.4915025234222412,0.12105738371610641
24,607.1575413942337,748.1669508218765,0.339,1.4705737829208374,0.14651213586330414
25,605.9271016120911,725.6265419721603,0.3535,1.5728110074996948,0.13826528191566467
26,601.9288445711136,713.3493896722794,0.3555,1.2314891815185547,0.14371266961097717
27,602.3340715169907,730.5080591440201,0.3455,1.4808008670806885,0.11136076599359512
28,599.6663485765457,714.2211513519287,0.3535,1.530989408493042,0.14408618211746216
29,597.0355589389801,714.8735208511353,0.368,1.3837671279907227,0.11888603121042252
30,594.2504717111588,712.7572855949402,0.3685,1.5016870498657227,0.14873957633972168
31,591.6280016899109,720.4426330327988,0.356,1.2102473974227905,0.10610609501600266
32,590.9550156593323,684.4333044290543,0.383,1.246588110923767,0.1344018280506134
33,589.9820914268494,704.2887947559357,0.3645,1.261623740196228,0.1467309296131134
34,588.8742566108704,700.5307335853577,0.3635,1.2741718292236328,0.14295928180217743
35,586.5841542482376,700.0155320167542,0.365,1.33710515499115,0.12881340086460114
36,584.4159833192825,693.2430557012558,0.372,1.2589164972305298,0.14088021218776703
37,582.5199369192123,700.5892913341522,0.3695,1.2586593627929688,0.11683128774166107
38,581.4797211885452,682.3132072687149,0.3815,1.299453854560852,0.1293969452381134
39,579.7911618947983,704.4837065935135,0.3755,1.1130523681640625,0.12989622354507446
40,579.3503651618958,680.7211295366287,0.39,1.2820535898208618,0.10199466347694397
41,577.2508330345154,679.2045555114746,0.386,1.2641116380691528,0.1162576749920845
42,578.0050513744354,680.0367215871811,0.393,1.2050760984420776,0.11836610734462738
43,574.3609572649002,676.8019263744354,0.3865,1.0864042043685913,0.14981922507286072
44,571.2717032432556,678.3909239768982,0.398,1.2461895942687988,0.14394040405750275
45,573.509983420372,667.3471403121948,0.4055,1.2927467823028564,0.13470208644866943
46,569.3170275688171,678.4964683055878,0.393,1.2448209524154663,0.11638665199279785
47,569.5770260095596,683.5859102010727,0.386,1.3718675374984741,0.13764819502830505
48,566.9596563577652,667.0649127960205,0.392,1.2645162343978882,0.12973804771900177
49,564.2925436496735,659.938446521759,0.4005,1.4835468530654907,0.12756824493408203
50,562.7485467195511,664.1848034858704,0.398,1.3657110929489136,0.11303817480802536
51,563.5286387205124,668.2969709634781,0.394,1.4366872310638428,0.11556373536586761
52,559.0015267133713,662.4416035413742,0.41,1.4652069807052612,0.13163214921951294
53,560.7978984117508,660.8651441335678,0.4005,1.2346817255020142,0.12881281971931458
54,558.4097225666046,653.3348529338837,0.406,1.2751375436782837,0.11909209936857224
55,558.0629692077637,668.4825731515884,0.3745,1.3823155164718628,0.1295565664768219
56,554.9930596351624,665.9815338850021,0.397,1.290385127067566,0.13107100129127502
57,554.1851985454559,643.6357160806656,0.408,1.359741449356079,0.12516753375530243
58,552.3149198293686,643.6653144359589,0.405,1.2836854457855225,0.14889127016067505
59,552.0386153459549,655.8525688648224,0.4065,1.2524120807647705,0.12940378487110138
60,550.4098819494247,654.8124911785126,0.4095,1.2578010559082031,0.12246745079755783
61,548.4647554159164,636.3887728452682,0.413,1.233193278312683,0.12333442270755768
62,548.9210442304611,642.6526206731796,0.4005,1.4810870885849,0.11888521164655685
63,546.8052182197571,645.7009106874466,0.4015,1.3362840414047241,0.10764054208993912
64,546.1118679046631,643.9109436273575,0.4005,1.2749874591827393,0.1235170066356659
65,542.4646170139313,637.4565145969391,0.4085,1.2991228103637695,0.11107424646615982
66,542.1225837469101,636.3384830951691,0.4085,1.3423396348953247,0.11900739371776581
67,540.7544440031052,626.190801024437,0.4135,1.1989901065826416,0.12282740324735641
68,539.8299287557602,631.1585717201233,0.4145,1.5005512237548828,0.13555295765399933
69,538.5241770744324,631.865246295929,0.41,1.3003591299057007,0.13557079434394836
70,537.3112238645554,630.1279129981995,0.4125,1.2965761423110962,0.132420152425766
71,535.3710163831711,620.1279776096344,0.4145,1.1624890565872192,0.128285750746727
72,535.2881910800934,626.9911398887634,0.417,1.303887963294983,0.1550862342119217
73,534.8909115791321,626.3708355426788,0.4145,1.1084558963775635,0.13085173070430756
74,532.2516008615494,622.471442937851,0.4155,1.001422643661499,0.12086869776248932
75,530.681294798851,621.2569776773453,0.4055,1.2286181449890137,0.13399671018123627
76,529.1398456096649,618.4966462850571,0.419,1.1653848886489868,0.12352044880390167
77,528.6221981048584,625.3502255678177,0.4125,1.3224071264266968,0.12535125017166138
78,527.6466617584229,606.6261737346649,0.4245,1.0286325216293335,0.12265557795763016
79,526.8946117162704,611.5380413532257,0.4285,1.255949854850769,0.11718019098043442
80,524.3503646850586,619.0734112262726,0.4145,1.2042862176895142,0.11827900260686874
81,525.6020754575729,615.0292251110077,0.421,1.1916556358337402,0.133126899600029
